Most common words,JE relative frequency,WH relative frequency,Relative frequency difference
reading,0.0002340745694699883,0.00028431808085295425,5.024351138296595e-05
broken,0.00033439224209998327,0.00028431808085295425,5.0074161247029016e-05
promise,0.00032324583402998386,0.00037316748111950246,4.9921647089518604e-05
expressed,0.00024522097753998775,0.00019546868058640605,4.97522969535817e-05
forced,0.00024522097753998775,0.00019546868058640605,4.97522969535817e-05
mind,0.001382154600679931,0.0013327410039982231,4.941359668170784e-05
therefore,0.00020063534525998996,0.00024877832074633494,4.814297548634498e-05
interest,0.0003678314663099816,0.0003198578409595735,4.7973625350408104e-05
watch,0.0003678314663099816,0.0003198578409595735,4.7973625350408104e-05
cut,0.0002898066098199855,0.00033762772101288314,4.782111119289764e-05
fetch,0.0002786602017499861,0.00023100844069302533,4.765176105696076e-05
shoulder,0.0002786602017499861,0.00023100844069302533,4.765176105696076e-05
taking,0.00037897787437998103,0.00042647712127943135,4.749924689945032e-05
hundred,0.00016719612104999163,0.00021323856063971568,4.604243958972404e-05
accompany,0.00016719612104999163,0.00021323856063971568,4.604243958972404e-05
locked,0.00016719612104999163,0.00021323856063971568,4.604243958972404e-05
manner,0.00043470991472997826,0.0004797867614393603,4.507684670938204e-05
shut,0.0005238811792899738,0.0005686361617059085,4.4754982415934666e-05
fell,0.0006130524438499694,0.0005686361617059085,4.441628214406086e-05
carried,0.00022292816139998886,0.0002665482007996446,4.362003939965576e-05
side,0.0009697375020899515,0.0010128831630386494,4.3145660948697975e-05
anything,0.0006687844841999665,0.0007107952021323857,4.201071793241912e-05
return,0.0007579557487599621,0.0007996446023989338,4.1688853638971696e-05
spent,0.00018948893718999052,0.00023100844069302533,4.151950350303482e-05
sudden,0.00018948893718999052,0.00023100844069302533,4.151950350303482e-05
went,0.0016050827620799196,0.0015637494446912484,4.1333317388671286e-05
touch,0.0002786602017499861,0.0003198578409595735,4.119763920958742e-05
bitter,0.0002786602017499861,0.0003198578409595735,4.119763920958742e-05
tale,0.0002898066098199855,0.00024877832074633494,4.102828907365057e-05
year,0.0002898066098199855,0.00024877832074633494,4.102828907365057e-05
sister,0.0003678314663099816,0.0004087072412261217,4.0875774916140104e-05
looks,0.00024522097753998775,0.00028431808085295425,3.909710331296651e-05
lifted,0.00032324583402998386,0.00028431808085295425,3.89277531770296e-05
free,0.00033439224209998327,0.00037316748111950246,3.877523901951919e-05
need,0.00042356350665997885,0.00046201688138605067,3.845337472607182e-05
rather,0.0013710081926099314,0.0013327410039982231,3.8267188611708315e-05
made,0.0018503037396199074,0.0018125277654375833,3.7775974182324094e-05
candle,0.0005350275873599733,0.0004975566414926699,3.747094586730338e-05
obeyed,0.00021178175332998942,0.00024877832074633494,3.6996567416345514e-05
piece,0.00021178175332998942,0.00024877832074633494,3.6996567416345514e-05
spirits,0.00021178175332998942,0.00024877832074633494,3.6996567416345514e-05
kiss,0.0002675137936799866,0.00023100844069302533,3.650535298696129e-05
draw,0.0002675137936799866,0.00023100844069302533,3.650535298696129e-05
seem,0.0002675137936799866,0.00023100844069302533,3.650535298696129e-05
likely,0.0002675137936799866,0.00023100844069302533,3.650535298696129e-05
feet,0.000479295547009976,0.000444247001332741,3.504854567723504e-05
better,0.0014044474168199298,0.0014393602843180808,3.491286749815101e-05
fastened,0.00017834252911999108,0.00021323856063971568,3.48960315197246e-05
fact,0.00017834252911999108,0.00021323856063971568,3.48960315197246e-05
stir,0.00017834252911999108,0.00021323856063971568,3.48960315197246e-05
truth,0.0003901242824499805,0.00035539760106619283,3.472668138378767e-05
pride,0.0002675137936799866,0.0003020879609062639,3.457416722627726e-05
showed,0.000300953017889985,0.0002665482007996446,3.440481709034035e-05
offered,0.000300953017889985,0.0002665482007996446,3.440481709034035e-05
frame,0.000300953017889985,0.0002665482007996446,3.440481709034035e-05
society,0.000300953017889985,0.0002665482007996446,3.440481709034035e-05
table,0.000780248564899961,0.0007463349622390049,3.391360266095608e-05
true,0.00042356350665997885,0.0003909373611728121,3.262614548716676e-05
getting,0.0002340745694699883,0.0002665482007996446,3.247363132965632e-05
dared,0.00033439224209998327,0.0003020879609062639,3.2304281193719386e-05
forward,0.00032324583402998386,0.00035539760106619283,3.2151767036208974e-05
tired,0.00032324583402998386,0.00035539760106619283,3.2151767036208974e-05
courage,0.00024522097753998775,0.00021323856063971568,3.198241690027207e-05
dreary,0.00020063534525998996,0.00023100844069302533,3.0373095433035378e-05
receive,0.00020063534525998996,0.00023100844069302533,3.0373095433035378e-05
heath,0.00020063534525998996,0.00023100844069302533,3.0373095433035378e-05
red,0.0003678314663099816,0.00033762772101288314,3.0203745297098473e-05
moor,0.0002898066098199855,0.0003198578409595735,3.0051231139588007e-05
presence,0.0004681491389399766,0.0004975566414926699,2.9407502552693265e-05
dinner,0.0004012706905199799,0.00037316748111950246,2.8103209400477452e-05
man,0.0016273755782199187,0.0015992892047978675,2.8086373422051177e-05
comfort,0.00025636738560998716,0.00028431808085295425,2.7950695242967094e-05
listened,0.00025636738560998716,0.00028431808085295425,2.7950695242967094e-05
able,0.00025636738560998716,0.00028431808085295425,2.7950695242967094e-05
always,0.0009697375020899515,0.0009418036428254109,2.7933859264540548e-05
put,0.0015382043136599232,0.0015104398045313193,2.776450912860386e-05
probably,0.00043470991472997826,0.00046201688138605067,2.7306966656072407e-05
break,0.00022292816139998886,0.00024877832074633494,2.5850159346346073e-05
resumed,0.00022292816139998886,0.00024877832074633494,2.5850159346346073e-05
middle,0.00022292816139998886,0.00024877832074633494,2.5850159346346073e-05
learn,0.00022292816139998886,0.00024877832074633494,2.5850159346346073e-05
supper,0.00022292816139998886,0.00024877832074633494,2.5850159346346073e-05
wide,0.00025636738560998716,0.00023100844069302533,2.5358944916961825e-05
waiting,0.00025636738560998716,0.00023100844069302533,2.5358944916961825e-05
e,0.0004012706905199799,0.00042647712127943135,2.520643075945144e-05
wonder,0.0004012706905199799,0.00042647712127943135,2.520643075945144e-05
look,0.0017165468427799142,0.0017414482452243448,2.490140244443056e-05
scarcely,0.0004904419550799755,0.0005153265215459796,2.488456646600407e-05
business,0.0004681491389399766,0.000444247001332741,2.3902137607235627e-05
news,0.00018948893718999052,0.00021323856063971568,2.374962344972516e-05
safe,0.00018948893718999052,0.00021323856063971568,2.374962344972516e-05
approach,0.00018948893718999052,0.00021323856063971568,2.374962344972516e-05
noticed,0.00018948893718999052,0.00021323856063971568,2.374962344972516e-05
teach,0.00018948893718999052,0.00021323856063971568,2.374962344972516e-05
passion,0.0002786602017499861,0.0003020879609062639,2.342775915627779e-05
daughter,0.0002786602017499861,0.0003020879609062639,2.342775915627779e-05
moved,0.0002786602017499861,0.0003020879609062639,2.342775915627779e-05
act,0.0002786602017499861,0.0003020879609062639,2.342775915627779e-05
stone,0.0002898066098199855,0.0002665482007996446,2.3258409020340885e-05
weeks,0.0002898066098199855,0.0002665482007996446,2.3258409020340885e-05
eyes,0.0020843783090898956,0.0020613060861839182,2.307222290597738e-05
lay,0.0007691021568299616,0.0007463349622390049,2.2767194590956664e-05
dare,0.00032324583402998386,0.0003020879609062639,2.1157873123719972e-05
ground,0.00033439224209998327,0.00035539760106619283,2.100535896620956e-05
knows,0.0002340745694699883,0.00021323856063971568,2.083600883027263e-05
common,0.0002340745694699883,0.00021323856063971568,2.083600883027263e-05
kissed,0.00021178175332998942,0.00023100844069302533,1.922668736303591e-05
move,0.00021178175332998942,0.00023100844069302533,1.922668736303591e-05
noise,0.00021178175332998942,0.00023100844069302533,1.922668736303591e-05
loved,0.0003901242824499805,0.0004087072412261217,1.8582958776141223e-05
standing,0.0002675137936799866,0.00028431808085295425,1.6804287172967627e-05
gathered,0.0002675137936799866,0.00028431808085295425,1.6804287172967627e-05
green,0.000300953017889985,0.00028431808085295425,1.6634937037030722e-05
running,0.0002340745694699883,0.00024877832074633494,1.4703751276346633e-05
right,0.0009920303182299505,0.0009773434029320303,1.4686915297920222e-05
gazed,0.00024522097753998775,0.00023100844069302533,1.4212536846962411e-05
seat,0.0005015883631499749,0.0005153265215459796,1.3738158396004656e-05
leave,0.00120381207155994,0.0011905819635717458,1.323010798819405e-05
none,0.00045700273086997714,0.000444247001332741,1.2755729537236159e-05
village,0.00020063534525998996,0.00021323856063971568,1.260321537972572e-05
danger,0.00020063534525998996,0.00021323856063971568,1.260321537972572e-05
weary,0.00020063534525998996,0.00021323856063971568,1.260321537972572e-05
explain,0.00020063534525998996,0.00021323856063971568,1.260321537972572e-05
week,0.0003678314663099816,0.00035539760106619283,1.2433865243788788e-05
letter,0.0003678314663099816,0.00035539760106619283,1.2433865243788788e-05
resolved,0.0002898066098199855,0.0003020879609062639,1.2281351086278376e-05
sad,0.0002898066098199855,0.0003020879609062639,1.2281351086278376e-05
met,0.0002786602017499861,0.0002665482007996446,1.2112000950341472e-05
knee,0.0002786602017499861,0.0002665482007996446,1.2112000950341472e-05
stranger,0.00037897787437998103,0.0003909373611728121,1.195948679283106e-05
late,0.0004681491389399766,0.0004797867614393603,1.1637622499383689e-05
appeared,0.0006464916680599677,0.0006574855619724567,1.0993893912489001e-05
sent,0.0004904419550799755,0.0004797867614393603,1.0655193640615192e-05
servants,0.0004012706905199799,0.0003909373611728121,1.0333329347167821e-05
information,0.00025636738560998716,0.0002665482007996446,1.0180815189657464e-05
born,0.00022292816139998886,0.00021323856063971568,9.689600760273188e-06
space,0.00022292816139998886,0.00021323856063971568,9.689600760273188e-06
covered,0.00022292816139998886,0.00021323856063971568,9.689600760273188e-06
formed,0.00022292816139998886,0.00021323856063971568,9.689600760273188e-06
blood,0.00043470991472997826,0.000444247001332741,9.537086602762722e-06
afternoon,0.00043470991472997826,0.000444247001332741,9.537086602762722e-06
struck,0.0005238811792899738,0.0005330964015992892,9.215222309315405e-06
fear,0.0007022237084099649,0.000693025322079076,9.198386330888913e-06
spirit,0.0005238811792899738,0.0005153265215459796,8.55465774399428e-06
child,0.0010031767262999498,0.0009951132829853397,8.063443314610058e-06
play,0.00025636738560998716,0.00024877832074633494,7.589064863652221e-06
talking,0.00025636738560998716,0.00024877832074633494,7.589064863652221e-06
acquaintance,0.00018948893718999052,0.00019546868058640605,5.97974339641553e-06
eat,0.0002898066098199855,0.00028431808085295425,5.4885289670312544e-06
thinking,0.0002898066098199855,0.00028431808085295425,5.4885289670312544e-06
sight,0.0003678314663099816,0.00037316748111950246,5.336014809520842e-06
closed,0.0004124170985899794,0.0004087072412261217,3.7098573638576584e-06
cheek,0.00033439224209998327,0.00033762772101288314,3.2354789128998755e-06
regard,0.00021178175332998942,0.00021323856063971568,1.4568073097262523e-06
wishes,0.00021178175332998942,0.00021323856063971568,1.4568073097262523e-06
alive,0.00021178175332998942,0.00021323856063971568,1.4568073097262523e-06
possessed,0.00021178175332998942,0.00021323856063971568,1.4568073097262523e-06
attention,0.0002675137936799866,0.0002665482007996446,9.65592880342004e-07
friends,0.0003901242824499805,0.0003909373611728121,8.13078722831592e-07
added,0.000479295547009976,0.0004797867614393603,4.912144293842753e-07
